,Network,Show,date,Duration,Broadcast Week,Day Of Week,Hour Of Day,brand_id,favs,rtcount,twitter_polarity,twitter_subjectivity,youtube_polarity,youtube_subjectivity
187,USA Network,NCIS,2018-05-17,15,20,4,17,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
188,Investigation Discovery,Gone,2018-05-17,15,20,4,15,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
189,Investigation Discovery,Gone,2018-05-17,15,20,4,15,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
190,Investigation Discovery,Gone,2018-05-17,15,20,4,18,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
191,Investigation Discovery,Gone,2018-05-17,15,20,4,18,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
192,BBC America,Prince Harry: Frontline Afghanistan,2018-05-17,15,20,4,16,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
193,BBC America,Prince George: Born to Be King,2018-05-17,15,20,4,14,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
194,BBC America,Prince George: Born to Be King,2018-05-17,15,20,4,17,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
195,Bloomberg Business Television,Bloomberg Technology,2018-05-17,15,20,4,23,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
196,Bloomberg Business Television,Bloomberg Markets: Asia,2018-05-17,15,20,4,21,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
197,Bloomberg Business Television,Bloomberg Markets: Asia,2018-05-17,15,20,4,21,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
198,CNN,Anderson Cooper 360,2018-05-17,15,20,4,20,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
199,IFC,Batman Begins,2018-05-17,15,20,4,23,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
200,IFC,The Last Stand,2018-05-17,15,20,4,22,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
201,MSNBC,The Rachel Maddow Show,2018-05-17,15,20,4,21,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
202,MSNBC,All In With Chris Hayes,2018-05-17,15,20,4,20,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
203,Discovery Channel,Naked and Afraid XL Pop-Up Edition,2018-05-17,15,20,4,22,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
204,Bravo,The Real Housewives of Orange County,2018-05-17,15,20,4,11,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
205,Bravo,The Real Housewives of Orange County,2018-05-17,15,20,4,11,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
206,Bravo,The Real Housewives of Orange County,2018-05-17,15,20,4,12,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
207,Bravo,The Real Housewives of Orange County,2018-05-17,15,20,4,13,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
208,Bravo,Ladies of London,2018-05-17,15,20,4,9,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
209,Bravo,Below Deck Mediterranean,2018-05-17,15,20,4,16,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
210,FOX News Channel,Special Report With Bret Baier,2018-05-17,15,20,4,18,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
211,CNN,The Situation Room With Wolf Blitzer,2018-05-17,15,20,4,17,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
212,CNN,Erin Burnett OutFront,2018-05-17,15,20,4,19,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
213,CNN,Erin Burnett OutFront,2018-05-17,15,20,4,19,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
214,Discovery Channel,Bering Sea Gold,2018-05-17,15,20,4,10,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
215,Bloomberg Business Television,What'd You Miss?,2018-05-17,15,20,4,16,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
216,Bloomberg Business Television,Bloomberg Markets: Americas,2018-05-17,15,20,4,10,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
217,Bloomberg Business Television,Bloomberg Daybreak: Asia,2018-05-17,15,20,4,19,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
218,Bloomberg Business Television,Bloomberg Daybreak: Asia,2018-05-17,15,20,4,19,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
219,Bloomberg Business Television,Bloomberg Markets: Balance of Power,2018-05-17,15,20,4,12,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
220,Food Network,Beat Bobby Flay,2018-05-17,15,20,4,15,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
221,Food Network,Beat Bobby Flay,2018-05-17,15,20,4,16,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
222,Food Network,Beat Bobby Flay,2018-05-17,15,20,4,17,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
223,HGTV,Fixer Upper,2018-05-17,15,20,4,10,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
224,HGTV,Fixer Upper,2018-05-17,15,20,4,10,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
225,HGTV,Fixer Upper,2018-05-17,15,20,4,12,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
226,HGTV,Fixer Upper,2018-05-17,15,20,4,9,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
227,HGTV,Fixer Upper,2018-05-17,15,20,4,11,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
228,HGTV,Fixer Upper,2018-05-17,15,20,4,11,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
229,HGTV,Flip or Flop Vegas,2018-05-17,15,20,4,16,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
230,HGTV,Flip or Flop Vegas,2018-05-17,15,20,4,18,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
231,HGTV,Flip or Flop Atlanta,2018-05-17,15,20,4,15,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
232,AMC,Escape Plan,2018-05-17,15,20,4,17,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
233,AMC,Escape Plan,2018-05-17,15,20,4,18,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
234,AMC,Escape Plan,2018-05-17,15,20,4,19,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
235,A&E,Dog the Bounty Hunter,2018-05-17,15,20,4,8,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
236,A&E,Live PD,2018-05-17,15,20,4,12,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
237,A&E,Live PD,2018-05-17,15,20,4,12,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
238,A&E,Live PD,2018-05-17,15,20,4,13,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
239,A&E,Live PD: Police Patrol,2018-05-17,15,20,4,18,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
240,A&E,Live PD: Police Patrol,2018-05-17,15,20,4,19,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
241,TBS,Friends,2018-05-17,15,20,4,15,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
242,TBS,Friends,2018-05-17,15,20,4,15,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
243,TBS,Family Guy,2018-05-17,15,20,4,18,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
244,TBS,Family Guy,2018-05-17,15,20,4,18,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
245,TBS,American Dad,2018-05-17,15,20,4,16,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
246,TBS,The Detour,2018-05-17,15,20,4,2,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
247,TBS,The Detour,2018-05-17,15,20,4,2,tripadvisor,36.857142857142854,25.714285714285715,0.21904761904761907,0.3821428571428571,,
248,MSNBC,The Rachel Maddow Show,2018-05-11,15,19,5,0,tripadvisor,16.0,4.0,0.0,0.0,,
249,Investigation Discovery,Reasonable Doubt,2018-05-11,15,19,5,15,tripadvisor,16.0,4.0,0.0,0.0,,
250,TBS,Brooklyn Nine-Nine,2018-05-11,15,19,5,2,tripadvisor,16.0,4.0,0.0,0.0,,
251,Paramount Network,American Ninja Warrior,2018-05-11,15,19,5,3,tripadvisor,16.0,4.0,0.0,0.0,,
252,Discovery Channel,Naked and Afraid,2018-05-11,15,19,5,0,tripadvisor,16.0,4.0,0.0,0.0,,
253,Discovery Channel,Naked and Afraid,2018-05-11,15,19,5,0,tripadvisor,16.0,4.0,0.0,0.0,,
254,HGTV,Fixer Upper,2018-05-11,15,19,5,12,tripadvisor,16.0,4.0,0.0,0.0,,
255,HGTV,Beachfront Bargain Hunt,2018-05-11,15,19,5,13,tripadvisor,16.0,4.0,0.0,0.0,,
256,HGTV,Beachfront Bargain Hunt,2018-05-11,15,19,5,14,tripadvisor,16.0,4.0,0.0,0.0,,
257,HGTV,Beachfront Bargain Hunt,2018-05-11,15,19,5,15,tripadvisor,16.0,4.0,0.0,0.0,,
258,HGTV,Beachfront Bargain Hunt,2018-05-11,15,19,5,15,tripadvisor,16.0,4.0,0.0,0.0,,
259,HGTV,Beachfront Bargain Hunt,2018-05-11,15,19,5,18,tripadvisor,16.0,4.0,0.0,0.0,,
260,IFC,Two and a Half Men,2018-05-11,15,19,5,21,tripadvisor,16.0,4.0,0.0,0.0,,
261,IFC,Two and a Half Men,2018-05-11,15,19,5,22,tripadvisor,16.0,4.0,0.0,0.0,,
262,MSNBC,All In With Chris Hayes,2018-05-10,15,19,4,20,tripadvisor,39.75,11.75,0.15625,0.3875,,
263,MSNBC,The 11th Hour With Brian Williams,2018-05-10,15,19,4,23,tripadvisor,39.75,11.75,0.15625,0.3875,,
264,Bloomberg Business Television,Bloomberg Technology,2018-05-10,15,19,4,23,tripadvisor,39.75,11.75,0.15625,0.3875,,
265,Bloomberg Business Television,Bloomberg Technology,2018-05-10,15,19,4,23,tripadvisor,39.75,11.75,0.15625,0.3875,,
266,Bloomberg Business Television,Bloomberg Markets: Asia,2018-05-10,15,19,4,21,tripadvisor,39.75,11.75,0.15625,0.3875,,
267,Bloomberg Business Television,Bloomberg Markets: Asia,2018-05-10,15,19,4,21,tripadvisor,39.75,11.75,0.15625,0.3875,,
268,Bloomberg Business Television,Bloomberg Markets: Asia,2018-05-10,15,19,4,22,tripadvisor,39.75,11.75,0.15625,0.3875,,
269,Bloomberg Business Television,Bloomberg Daybreak: Asia,2018-05-10,15,19,4,20,tripadvisor,39.75,11.75,0.15625,0.3875,,
270,Bloomberg Business Television,Bloomberg Daybreak: Asia,2018-05-10,15,19,4,20,tripadvisor,39.75,11.75,0.15625,0.3875,,
271,CNN,Anderson Cooper 360,2018-05-10,15,19,4,20,tripadvisor,39.75,11.75,0.15625,0.3875,,
272,CNN,Anderson Cooper 360,2018-05-10,15,19,4,21,tripadvisor,39.75,11.75,0.15625,0.3875,,
273,Discovery Channel,Naked and Afraid,2018-05-10,15,19,4,23,tripadvisor,39.75,11.75,0.15625,0.3875,,
274,Discovery Channel,Naked and Afraid,2018-05-10,15,19,4,23,tripadvisor,39.75,11.75,0.15625,0.3875,,
275,Discovery Channel,Naked and Afraid Pop-Up Edition,2018-05-10,15,19,4,21,tripadvisor,39.75,11.75,0.15625,0.3875,,
276,Discovery Channel,Naked and Afraid Pop-Up Edition,2018-05-10,15,19,4,21,tripadvisor,39.75,11.75,0.15625,0.3875,,
277,Discovery Channel,Naked and Afraid XL Pop-Up Edition,2018-05-10,15,19,4,22,tripadvisor,39.75,11.75,0.15625,0.3875,,
278,Discovery Channel,Naked and Afraid XL Pop-Up Edition,2018-05-10,15,19,4,22,tripadvisor,39.75,11.75,0.15625,0.3875,,
279,Paramount Network,Tattoo Nightmares,2018-05-10,15,19,4,3,tripadvisor,39.75,11.75,0.15625,0.3875,,
280,Paramount Network,Van Helsing,2018-05-10,15,19,4,3,tripadvisor,39.75,11.75,0.15625,0.3875,,
281,IFC,Galaxy Quest,2018-05-10,15,19,4,19,tripadvisor,39.75,11.75,0.15625,0.3875,,
282,USA Network,Law & Order: Special Victims Unit,2018-05-10,15,19,4,15,tripadvisor,39.75,11.75,0.15625,0.3875,,
283,USA Network,Law & Order: Special Victims Unit,2018-05-10,15,19,4,15,tripadvisor,39.75,11.75,0.15625,0.3875,,
284,CNN,New Day With Chris Cuomo and Alisyn Camerota,2018-05-10,15,19,4,8,tripadvisor,39.75,11.75,0.15625,0.3875,,
285,CNN,CNN Newsroom With Brooke Baldwin,2018-05-10,15,19,4,15,tripadvisor,39.75,11.75,0.15625,0.3875,,
286,BBC America,Planet Earth: The Blue Planet,2018-05-10,15,19,4,15,tripadvisor,39.75,11.75,0.15625,0.3875,,
287,BBC America,Planet Earth: The Blue Planet,2018-05-10,15,19,4,15,tripadvisor,39.75,11.75,0.15625,0.3875,,
288,Bloomberg Business Television,Bloomberg Technology,2018-05-10,15,19,4,17,tripadvisor,39.75,11.75,0.15625,0.3875,,
289,Bloomberg Business Television,Bloomberg Daybreak: Asia,2018-05-10,15,19,4,19,tripadvisor,39.75,11.75,0.15625,0.3875,,
290,Bloomberg Business Television,Bloomberg Daybreak: Asia,2018-05-10,15,19,4,19,tripadvisor,39.75,11.75,0.15625,0.3875,,
291,Bloomberg Business Television,Bloomberg Daybreak: Australia,2018-05-10,15,19,4,18,tripadvisor,39.75,11.75,0.15625,0.3875,,
292,Food Network,Beat Bobby Flay,2018-05-10,15,19,4,16,tripadvisor,39.75,11.75,0.15625,0.3875,,
293,Food Network,Beat Bobby Flay,2018-05-10,15,19,4,16,tripadvisor,39.75,11.75,0.15625,0.3875,,
294,Food Network,Beat Bobby Flay,2018-05-10,15,19,4,15,tripadvisor,39.75,11.75,0.15625,0.3875,,
295,Food Network,Beat Bobby Flay,2018-05-10,15,19,4,17,tripadvisor,39.75,11.75,0.15625,0.3875,,
296,TBS,American Dad,2018-05-10,15,19,4,16,tripadvisor,39.75,11.75,0.15625,0.3875,,
297,TBS,The Detour,2018-05-10,15,19,4,2,tripadvisor,39.75,11.75,0.15625,0.3875,,
298,TBS,The Detour,2018-05-10,15,19,4,2,tripadvisor,39.75,11.75,0.15625,0.3875,,
299,TBS,The Detour,2018-05-10,15,19,4,2,tripadvisor,39.75,11.75,0.15625,0.3875,,
300,AMC,The Outlaw Josey Wales,2018-05-10,15,19,4,15,tripadvisor,39.75,11.75,0.15625,0.3875,,
301,AMC,The Outlaw Josey Wales,2018-05-10,15,19,4,16,tripadvisor,39.75,11.75,0.15625,0.3875,,
302,AMC,Open Range,2018-05-10,15,19,4,18,tripadvisor,39.75,11.75,0.15625,0.3875,,
303,AMC,Open Range,2018-05-10,15,19,4,19,tripadvisor,39.75,11.75,0.15625,0.3875,,
304,Discovery Channel,Dual Survival,2018-05-10,15,19,4,10,tripadvisor,39.75,11.75,0.15625,0.3875,,
305,Discovery Channel,Naked and Afraid,2018-05-10,15,19,4,14,tripadvisor,39.75,11.75,0.15625,0.3875,,
306,Discovery Channel,Naked and Afraid,2018-05-10,15,19,4,16,tripadvisor,39.75,11.75,0.15625,0.3875,,
307,A&E,The First 48,2018-05-10,15,19,4,17,tripadvisor,39.75,11.75,0.15625,0.3875,,
308,A&E,The First 48,2018-05-10,15,19,4,19,tripadvisor,39.75,11.75,0.15625,0.3875,,
309,FOX News Channel,Special Report With Bret Baier,2018-05-10,15,19,4,18,tripadvisor,39.75,11.75,0.15625,0.3875,,
310,HGTV,Property Brothers,2018-05-10,15,19,4,0,tripadvisor,39.75,11.75,0.15625,0.3875,,
311,HGTV,Fixer Upper,2018-05-10,15,19,4,12,tripadvisor,39.75,11.75,0.15625,0.3875,,
312,HGTV,Fixer Upper,2018-05-10,15,19,4,10,tripadvisor,39.75,11.75,0.15625,0.3875,,
313,HGTV,Flip or Flop Vegas,2018-05-10,15,19,4,17,tripadvisor,39.75,11.75,0.15625,0.3875,,
314,MSNBC,The Last Word With Lawrence O'Donnell,2018-05-10,15,19,4,1,tripadvisor,39.75,11.75,0.15625,0.3875,,
315,FYI,Parking Wars,2018-05-10,15,19,4,0,tripadvisor,39.75,11.75,0.15625,0.3875,,
316,FYI,Parking Wars,2018-05-10,15,19,4,1,tripadvisor,39.75,11.75,0.15625,0.3875,,
317,Bravo,Southern Charm,2018-05-10,15,19,4,16,tripadvisor,39.75,11.75,0.15625,0.3875,,
318,Bravo,Below Deck Mediterranean,2018-05-10,15,19,4,9,tripadvisor,39.75,11.75,0.15625,0.3875,,
319,Bravo,Below Deck Mediterranean,2018-05-10,15,19,4,10,tripadvisor,39.75,11.75,0.15625,0.3875,,
320,Bravo,Southern Charm New Orleans,2018-05-10,15,19,4,15,tripadvisor,39.75,11.75,0.15625,0.3875,,
321,Investigation Discovery,Murder in the Heartland,2018-05-10,15,19,4,15,tripadvisor,39.75,11.75,0.15625,0.3875,,
322,Investigation Discovery,Murder in the Heartland,2018-05-10,15,19,4,15,tripadvisor,39.75,11.75,0.15625,0.3875,,
323,Investigation Discovery,Murder in the Heartland,2018-05-10,15,19,4,18,tripadvisor,39.75,11.75,0.15625,0.3875,,
324,Investigation Discovery,Murder in the Heartland,2018-05-10,15,19,4,18,tripadvisor,39.75,11.75,0.15625,0.3875,,
325,CNN,CNN Newsroom With Ana Cabrera,2018-05-19,15,20,6,15,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
326,CNN,CNN Newsroom With Ana Cabrera,2018-05-19,15,20,6,15,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
327,CNN,CNN Newsroom With Ana Cabrera,2018-05-19,15,20,6,17,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
328,CNN,The Royal Wedding,2018-05-19,15,20,6,19,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
329,CNN,The Royal Wedding,2018-05-19,15,20,6,13,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
330,History Channel,American Pickers,2018-05-19,15,20,6,18,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
331,History Channel,D.B. Cooper: Case Closed?,2018-05-19,15,20,6,17,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
332,History Channel,The Definitive Guide to the Mob,2018-05-19,15,20,6,13,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
333,A&E,Live PD,2018-05-19,15,20,6,14,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
334,A&E,Live PD,2018-05-19,15,20,6,15,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
335,A&E,Live PD,2018-05-19,15,20,6,15,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
336,A&E,Live PD,2018-05-19,15,20,6,16,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
337,A&E,Live PD,2018-05-19,15,20,6,19,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
338,IFC,The Social Network,2018-05-19,15,20,6,18,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
339,Food Network,Dallas Cakes,2018-05-19,15,20,6,14,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
340,MSNBC,The Rachel Maddow Show,2018-05-19,15,20,6,19,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
341,Discovery Channel,Dirty Jobs,2018-05-19,15,20,6,10,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
342,TNT,Star Wars: Attack of the Clones,2018-05-19,15,20,6,17,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
343,TNT,Star Wars: The Phantom Menace,2018-05-19,15,20,6,16,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
344,TNT,Star Wars: The Phantom Menace,2018-05-19,15,20,6,16,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
345,HGTV,Property Brothers: Buying & Selling,2018-05-19,15,20,6,9,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
346,HGTV,Fixer Upper,2018-05-19,15,20,6,18,tripadvisor,97.0,12.0,0.27666666666666667,0.39333333333333337,,
